uid,sags_id,page_id,link,text_data,emner,sags_register_refs
11977,127-1890,18900324_67-8,https://storage.googleapis.com/openaws-webonly/18900324_67.pdf#page=8,"Foranlediget af et fra Formanden for ""den frisindede Vælgerforening"" fremkommet Andragende om, at Valgstederne til Folketinget og over de højstbeskattede Landstingsvælgere maa blive tilgængelige for et nærmere Eftersyn, overdroges det til Udvalget for Affattelsen af Valglister at foranstalte Andragendet imødekommet under fornøden Kontrol.",#Foreninger.~Politiske Foreninger.#Rigsdagsvalg.~Valglister.,"1890:40,74, side: 130#1890:74,175. side: 130#1890:74, side: 142#1890:74, side: 162#1890:74, side: 323#1890:40,74, side: 458"
11978,131-1890,18900324_67-8,https://storage.googleapis.com/openaws-webonly/18900324_67.pdf#page=8,"Ved at fremsende nedenstaaende af Stadsingeniøren affattede Sammenstilling over de til Udvalget for Brolægningsvæsenet indkomne Tilbud om Levering af Materialer og Udførelse af Arbejder til Brolægningsvæsenets Behov i Tiden fra den 1ste April 1890 tilden 1ste April 1891 havde nævnte Udvalg i Skrivelse af 24dr d. M. foreslaaet, at de deri som de billigste betegnede Tilbud antages af Byraadet.
Denne Indstilling toges til Følge.
Ovvennævnte Sammenslutning er saalydende:
1. Levering af glasserede Rør.
Kampmann, Møller & Herskind. L. Hammerich
Lige Rør 24"" - Kr. 10,08 pr. 2"" - Kr. 10,50 pr. 2""
Lige Rør 21"" - Kr.  7,20 pr. 2"" - Kr. 7,35 pr. 2""
Lige Rør 18"" - Kr. 5,13 pr. 2"" - Kr. 5,10 pr. 2""
Lige Rør 15"" - Kr. 3,49 pr. 2"" - Kr. 3,45 pr. 2""
Lige Rør 12"" - Kr. 2,21 pr. 2"" - Kr. 2,25 pr. 2""
Lige Rør 9"" - Kr. 1,67 pr. 2"" - Kr. 1,65 pr. 2""
Lige Rør 6"" - Kr. 1,38 pr. 2"" - Kr. 1,40 pr. 2""
Lige Rør 4"" - Kr. 0,54 pr. 2"" - Kr. 0,53 pr. 2""
Bøjninger 12"" - Kr. 3,32 pr. 2"" - Kr. 3,45 pr. 2""
Bøjninger 9"" - Kr. 2,07 pr. 2"" -  Kr. 2,14 pr. 2""
Bøjninger 6"" - Kr. 1,26 pr. 2"" - Kr. 1,27 pr. 2""
Bøjninger 4"" - Kr. 0,81 pr. 2"" - Kr. 0,90 pr. 2""
Forbindelsesdele 12"" - Kr. 4,42 pr. 2"" - Kr. 4,50 pr. 2""
Forbindelsesdele 9"" - Kr. 2,76 pr. 2"" - Kr. 2,89 pr. 2""
Forbindelsesdele 6"" - Kr. 1,68 pr. 2"" - Kr. 1,76 pr. 2""
Forbindelsesdele 4"" - Kr, 1,08 pr. 2"" - Kr. 1,05 pr. 2""
Enkelte Brønde 12"" - Kr. 6,63 pr. 2"" - Kr. 7,50 pr. 2""
Enkelte Brønde 9"" - Kr. 4,14 pr. 2"" - Kr. 4,87 pr. 2""
Enkelte Brønde 6"" - Kr. 2,52 pr. 2"" - Kr. 3,37 pr. 2""
Dobbelte Brønde 12"" - Kr. 8,84 pr. 2"" - Kr. 9,94 pr. 2""
Dobbelte Brønde 9"" - Kr. 5,52 pr. 2"" - Kr. 6,75 pr. 2""
Kampmann, Møller & Herskind er gjennemsnitlig laveste og indstilles til Antagelse.","#Gader.~Gader, Gangstier og Veje i Almindelighed.#Gader.~Brolægning og Brolægningsbidrag (jfr. Nr. 15: Vedligeholdelse og Tilsyn).#Kloakvæsen og Vandafledning.~Kloaker, Kloakanlæg.","1890:40,74, side: 130#1890:74,175. side: 130#1890:74, side: 142#1890:74, side: 162#1890:74, side: 323#1890:40,74, side: 458"
11979,131-1890,18900324_67-9,https://storage.googleapis.com/openaws-webonly/18900324_67.pdf#page=9,"2. Leverance af Cement og Asfalt.
Cement.
Frands Hansen, Aarhus:
""Cimbria"" Cement pr. Td. 7 Kr. 15 Ø.
Kampmann, Møller & Herskind, Aarhus:
""Cimbria"" Cement pr. Td. 7Kr. 75 Ø.
Petersen & Matzen, Aarhus:
""Dania"" Cement pr. Td. 7 Kr. 45 Ø.
L. Hammerich, Aarhus:
""Dania"" Cement pr. Td. 7 Kr. 45 Ø.
""Qvistorp"" Cement Pr. Td. 7 Kr. 25 Ø.
Asfalt.
Kampmann, Møller & Herskind:
Naturlig Asfalt, ægte Seyssel 6 Kr. 00 Ø. pr. 100 Pd.
Naturlig Asfalt, ægte Limmer 4 Kr. 90 Ø. pr. 100 Pd.
Kunstig Asfalt, 4 Kr. 90 Ø. pr. 100 Pd.
Brødrene Thomsen:
Siciliansk Asfalt 5 Kr. 35 Ø. pr. 100 Pd.
Limmer Asfalt 4 Kr. 35 Ø. pr. 100 Pd.
Boye & Watt:
Seyssel og Bal de Travers 6 Kr. 00 Ø. pr. 100 Pd.
Limmer og kunstig Asfalt 4 Kr. 75 Ø. pr. 100 Pd.
L. Hammerich:
Bal de Travers  6 Kr. 00 Ø. pr. 100 Pd.
Limmer eller Seyssel 5 Kr. 50 Ø. pr. 100 Pd.
Kunstig Asfalt 5 Kr. 00 Ø. pr. 100 Pd.
Kornbechs Asfaltfabrik, Kjøbenhavn:
Kunstig Asfalt 
i større Partier á 10,000 Pd. 4 Kr. 00 Ø. pr. 100 Pd.
Kunstig Asfalt 
i mindre Partier á 300 Pd. 4 Kr. 50 Ø. pr. 100 Pd.
Limmer Asfalt 
i større Partier á 10,000 Pd. 4 Kr. 25 Ø. pr. 100 Pd.
Limmer Asfalt 
i mindre Partier á 300 Pd. 4 Kr. 50 Ø. pr. 100 Pd.
Seyssel Asfalt 
(fra Garde Bois) 5 Kr. 50 Ø. pr. 100 Pd.
Goudron 12 Ø. pr. Pd.
Alt frit leveret ved Bolværk eller Banegaard.
Af disse Tilbud indstilles som de laveste:
For Cement: Frands Hansen for ""Cimbria"" Cement til 7 Kr. 15 Ø.
For Asfalt: Kornbechs Asfaltfabrik, Kjøbenhavn.",,
11980,131-1890,18900324_67-10,https://storage.googleapis.com/openaws-webonly/18900324_67.pdf#page=10,"3. Murerarbejde.
Der er kun indkommet 1 Tilbud, fra Murmester M. P. Jensen, samme Pris som i 1889, hvilket indstilles til Antagelse.
4. Smedearbejde
Niels Andersen - Jungstrøm - Michelsen
. . . . . . . . . . . . . . . pr. Pd. - pr. Pd. - pr. Pb.
Runde Riste ------- 16 Ø. --- 15 Ø. --- 14 Ø.
Firkantede Riste -  15 Ø. -- 15 Ø. --- 14 Ø.
. . . . . . . . . . . . . . . pr. Stk. - pr. Stk. - pr. Stk.
Skruebolte ---------- 8 Ø. --- 8 Ø. ------6-8 Ø.
Kramper, alm. ------ 7Ø. ---- ------- -----10 Ø.
. . . . . . . . . . . . . . . . pr. Pd. - pr. Pd. - pr. Pd.
Smedebolte --------- 15 Ø. -- 16 Ø. --- 15 Ø.
Gl. Jern modtages --- 5 Ø. -- 5 Ø. --- 5 Ø.
Af disse Bud indstilles Smedemester S. P. Michelsen som det laveste.
5. Rørlægning.
Der er kun indkommet 1 Tilbud, fra Murmester M. P. Jensen, omtrent samme Pris som i 1889, hvilket indstilles til Antagelse.
6. Materialkjørsel.
. . . . .. . . . . . . . . . . . . . Gammelgaard - M. Nielsen
. . . . . . . . . . . . . . . . . . . . . . .  Kr. . . . . . . . . .  Kr.
Transport af 
firkantede Brosten,
pr. Kvadrat Fv.  ----------------- 0,50 ------------ 0,48
runde Brosten 
pr. Kvadrat Fv. ------------------ 0,50 ----------- 0,38
Mosaiksten pr. Kvadrat Fv. -- 0,30 ----------- 0,35
Fliser og Kantsten pr. Alen -- 0,10 ----------- 0,08
store Sten pr. Kubikfavn ----- 6,00 ----------- 7,00
smaa Sten pr. Kubikfavn ---- 6,00 
Skjærver pr. Kubikfavn ------ 7,00 ------------ 6,75
Brolægningssand, pr. Kbfv.  6,00 ------------- 5,75
Strandgrus, pr. Kbfv. -------- 11,00 -----------12,50
harpet Strandgrus pr. Kbfv. 13,00 ---------- 12,50
Bakkegrus, pr. Kbfv. ---------- 9,00 ----------- 9,00
harpet Bakkegrus, pr. Kbfv. 11,00 
Jord uden Paalæsning, pr.
Kubikfavn ------------------------ 5,50 ---------- 5,50
Jord med Paalæsning, pr.
Kubikfavn -----------------------  4,00 ---------- 3,60",,
11981,131-1890,18900324_67-11,https://storage.googleapis.com/openaws-webonly/18900324_67.pdf#page=11,"--------------------------- Gammelgaard -- M. Nielsen 
1 Spand Heste med 
med Sætvogn, pr. Dag ------ 7,00 ----------- 6,50 
1 Spand Heste til Sneplov
pr. Dag
1 Spand Heste til 
Stentromle pr. Dag ------------------------------- 6,50
1 Hest med Kudsk
til Vandvogn pr. Dag -------- 4,50 ------------  4,25
1 Hest med Kudsk til 
Vandvogn pr. 1/2 Dag ------ 2,50 ------------ 2,25
1 Hest med Kudsk til
Vandvogn pr. 1/4 Dag ----- 1,50 ------------- 1,50 
Enkelte Læs pr. Læs ------- 1,00 ------------ 0,90
Vognmand M. Nielsens Tilbud, som er det laveste, indstilles til Antagelse.
7. Brolægningsarbejde.
------------- P. Jensen - Frederiksen og M. P. Jensen
--------------------- -------------  ------ Kr. ------------- Kr. 
Opbrydning og Regulering 
pr. Kvadrat Favn  ---------------- 0,12 ------------- 0,12
Brolægning med firk. Sten 
pr. Kvadrat Favn ----------------- 1,30 ------------- 1,28
Brolægning med runde Sten
pr. Kvadrat Favn ----------------- 1,15 ------------- 1,14
Sortering af firkantede Sten
pr. Kvadrat Favn ----------------- 0,15------------- 0,15
Paalægning og Levering af Grus
over Paalægning pr. Kvadrat Favn 1,30 ------- 1,28
Efterstødning næste Aar efter
Brolægning pr. Kvadrat Favn ------- 1,30 ------ 1,28
Skjærvebrolægning med Slagning
af Sten pr. Kvadrat Favn ------------ 1,30  ------- 1,28
Skjærvebrolægning uden Slagning
af Sten pr. Kvadrat Favn ------------ 1,35 -------- 1,33
Fliser og Kantsten at sætte pr. Alen 0,12 ------ 0,12
Riller i Fliser og Kantsten, pr. Stk. -- 0,30 ------ 0,25
Sætning af enkelte Rister, pr. Alen - 0,30 ----- 0,25
Sætning af dobbelte Rister, pr. Alen - 0,30 ---- 0,25
Udgravning og Læsning, pr. Kubikfavn 1,50 -- 1,50
Chaussering, pr. Kvadrat Favn ---------- 0,90 -- 0,90
Brolægning over Vand-, Gas og 
Kloakrender pr. løbende Favn ---------- 0,66 --- 0,60
--------------------------------- Svend Arb. -- Svend Arb.
Dagløn: 6 Sommer-
maaneder pr. Dag --------- 3,25 - 2,50 --- 3,25 - 2,50
Oktbr., Novbr., 
Februar, Marts ------------- 2,75 - 2,25 --- 2,70 - 2,25
December, Januar -------- 2,50 - 2,15 --- 2,45 - 2,12
Afspærring pr. Nat 
med Lygte pr. Stk. ------------- 0,30 ----------- 0,40
Af disse Tilbud er Brolægger N. M. Frederiksens og M. P. Jensens de laveste og indstilles til Antagelsen",,
11993,8-1890,18900417_78-3,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=3,- 1. Efter indstilling af Udvalget for Byens og Omegnens Forskjønnelse i skrivelse af 24de f. M. meddeltes der efterbevillig for en paa konto XIV 2 for 1889 stedfunden overskridelse paa 48 Kr. 88 Øre.,#Byens og dens Omegns Forskønnelse.,"1890:58,80. side: 28#1890:80. side: 39#1890:80. side: 50#1890:80, side: 52#1890:29,80, side: 123#1890:34,48,80. side: 151#1890:80, side: 464#1890:80. side: 584"
11994,8-1890,18900417_78-3,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=3,"- 2. Efter derom fra Udvalget for Skovvæsenet i skrivelse af 5te d. M. modtagen indstilling meddelte Byraadet efterbevilling for følgende i Skovvæsenet budget for 1889 foreliggende overskrideler, nemlig:
paa konto II B 1 a (Nr. 13) Skovarbejder af 86 Kr. 76 Øre
paa konto II B 1 Nr. 25. 13) Nyt tag paa stalden 2 Kr. 40 Øre,",#Riis Skov.~Skovens Drift og Benyttelse.,"1890:58,80. side: 28#1890:80. side: 39#1890:80. side: 50#1890:80, side: 52#1890:29,80, side: 123#1890:34,48,80. side: 151#1890:80, side: 464#1890:80. side: 584"
11995,19-1890,18900417_78-3,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=3,"Da Udvalget for Gasværket i skirvelse af 12te d. M. havde erklæret, aty det ikke kunde anbefale det i mødet den 13de f. M. fra nogle grundejere i Studsgade (Stederne Gade Nr. 28 - 34) fremkomne andragende om, at de maatte blive anbragt en offentlig gadelygte ud for deres ejendomme, fandt Byraadet ikke anledning til at lade en saadan lugte anbringe.",Belysning.~Gasbelysning. Lygter.,"1890:58,80. side: 28#1890:80. side: 39#1890:80. side: 50#1890:80, side: 52#1890:29,80, side: 123#1890:34,48,80. side: 151#1890:80, side: 464#1890:80. side: 584"
11996,23-1890,18900417_78-3,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=3,"Paa dertil i cirkulære af Kjøbstadforeningen af 11te f. M. given anledning besluttede man at tegne sig for 5 extra-exemplarer - altsaa foruden de Byraadet planmæssigt til kommende exemplarer - af det i mødet den 30te Januar omhandlede ""Kjøbstadforeningens Tidskrift"" .",#Foreninger.~Købstadsforeningen.,"1890:58,80. side: 28#1890:80. side: 39#1890:80. side: 50#1890:80, side: 52#1890:29,80, side: 123#1890:34,48,80. side: 151#1890:80, side: 464#1890:80. side: 584"
11997,87-1890,18900417_78-3,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=3,"Efter derom foreliggende andragende, der er anbefalet af Udvalgene for Gas- og Vandværket, blev der meddelt Smed Christian Rasmussen, Istedgade Nr. 10, autorisation som Gas- og Vandmester.",#Belysning.~Gasmestre.#Vandforsyning og Vandværk.~Vandmestre.,"1890:58,80. side: 28#1890:80. side: 39#1890:80. side: 50#1890:80, side: 52#1890:29,80, side: 123#1890:34,48,80. side: 151#1890:80, side: 464#1890:80. side: 584"
11998,88-1890,18900417_78-3,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=3,"Til efterretning toges en fra Overlignings-kommissionen modtagen meddelelse om de af den behandlede klage vedkommende skatteligningen for indevædrende Aar.

(Se mødet den 27de Februar.)",Byraad.,"1890:58,80. side: 28#1890:80. side: 39#1890:80. side: 50#1890:80, side: 52#1890:29,80, side: 123#1890:34,48,80. side: 151#1890:80, side: 464#1890:80. side: 584"
12003,101-1890,18900417_78-5,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=5,"I henhold til det af Byraadet i medfør af sin beslutning i mødet den 13de Marts overfor Amtraadet udtalte ønske havde denne autoritet under 29de f. M. til Byraadets erklæring fremsendt et fra Snedkermester I. P. Sørensen fremkommet anddragende, hvori han anholder om Amtsraadets tilladelse til  i sommer-maanederne at befare Aaen med en lille dampbaad til passager-befordring paa strækningen fra Broen i Vesterallé til Brabrand Sø.
Sagen overgaves til betænkning af Udvalget for Vandværket. (Se mødet den 24de April.)",Aaen~Aaen i almindelighed#Dampskibsfart.,"1890:64,82,93. side: 2#1890:82,108. side: 39#1890:64,82,93. side: 87#1890:73,82. side: 210"
12004,120-1890,18900417_78-5,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=5,"Fra S. P. Johansen m. fl. Gasmestre var der under 16de f. M. indkommet en klage over, at arbejdere ved Gasværket forhandle gaskogeapparater; men forinden  videre i anledning af samme foretoges, besluttede man efter indstilling af Udvalget for Gasværket at opfordre klagerne til at opgive bestemte tilfælde, hvori det paaklagede har fundet sted.
(Se mødet den 22de Maj.)",#Belysning.~Gasmestre.,"1890:64,82,93. side: 2#1890:82,108. side: 39#1890:64,82,93. side: 87#1890:73,82. side: 210"
12005,123-1890,18900417_78-5,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=5,"Fra Udvalget for Markvæsenet forelaa der meddelse paa det dertil bestemte skematiske papir om udfaldet af den af samme i medfør af Byraadets beslutning i mødet den 24de f. M. foranstaltede optælling af de her i Byen den 1ste d. M. tilstedeværende beholdningen af de væsentligste landbrugsprodukter, de tjene til menneskeføde eller til foderstoffer.

Man vedtog at fremsende det paagjældende skema til Aarhus Stiftamt.",#Garnisonen.~Garnisonen i Almindelighed (jfr. ”Indkvartering” og ”Sygehuse” under ”Militært Sygehus”).,"1890:64,82,93. side: 2#1890:82,108. side: 39#1890:64,82,93. side: 87#1890:73,82. side: 210"
12007,129-1890,18900417_78-6,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=6,Et fra Aarhus Amts Skytteforening foreliggende andragende om understøttelses af Kommunens kasse til fremme af dens virksomhed kunde ikke bevilges.,#Foreninger.~Skytteforeninger.,"1890:83. side: 7#1890:83. side: 131#1890:83,137. side: 227#1890:83. side: 474#1890:83. side: 579"
12008,132-1890,18900417_78-6,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=6,"Et fra Smed H. B. Byrum, Spanien Nr. 39, fremkommet andragende om, at en del af  ham for indeværende Aar paalignede kommuneskat maatte blive han eftergivet, samt om, at han maatte faa nogen nedsættelse i den vandskat, der paahviler nævnte ejendom, kunde Byraadet ikke bevilge, dels fordi det med hensyn til det første punkt i andragendet overhovedet savner myndighed til at eftergive paalignede Kommuneskatter, og dels fordi man med hensyn til den øvrige del af andragendet ikke i de af andrageren anførte omstændigheder fandt nogensomhelst føje til at fravige den vedtægtsmæssig fastsatte betaling for vandforsyning fra Byens Vandværk.",#Skatter og Afgifter.~Ligning af Formue- og Lejlighedsskat.#Vandforsyning og Vandværk.~Vandafgift.,"1890:83. side: 7#1890:83. side: 131#1890:83,137. side: 227#1890:83. side: 474#1890:83. side: 579"
12009,133-1890,18900417_78-6,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=6,"fra Skomagermester E. B. M. forelaa de et andragende om understøttelse til at faa hans 17aarige, aandsvage Datter Dagmar Lisefte M. anbragt paa en Kellersk Abnormanstalt, men da Udvalget for Fattigvæsenet i sin over sagen afgivne erklæring havde ytret, at de intet forelaa om, at paagjældende overhovedet egnede sig til optagelse i disse anstalter, og de henset til hendes alder i det hele taget var liden sandsynlighed for, at hun kunde opdrages til at ernære sig selv elle bedrage noget væsentligt til sit underhold, saa at udbyttet af et ophold i en anstalt som foran nævntnæppe vilde staa i forhold til den betydelige udgift af 300 Kr. aarlig foruden det eventuelle tilskud fra Statskassen 300 Kr., fandt Byraadet i overensstemmelse med nævnte Udvalgs indstilling ikke anledning til at bevilge den fremkomne ansøgning.",Aandssvage.,"1890:83. side: 7#1890:83. side: 131#1890:83,137. side: 227#1890:83. side: 474#1890:83. side: 579"
12010,134-1890,18900417_78-6,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=6,"I henhold til den mellem Aarhus Kommune og Entreprenør H. Jensen den 31te Decbr. 1883 afsluttede og med Indenrigsministeriets approbation i skrivelse til Aarhus Stiftamt af 11te Decbr. 1885 fornyede kontrakt om lejemaal af en øvelses- og parkplads for 3dje Artilleri-afdeling (Se Byraadsforh. for 1885 side 129 og 176) havde Entreprenør Jensen i en foreliggende skrivelse af 25de f. M. fremsat forslag om, at den han ved lejemaalets ophør den 15de d. M., efter at",#Garnisonen.~Øvelsespladser.,"1890:83. side: 7#1890:83. side: 131#1890:83,137. side: 227#1890:83. side: 474#1890:83. side: 579"
12011,134-1890,18900417_78-7,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=7,"Artillerialfdelingen er overflyttet til den ny Kaserne, tilkommende erstatning bestemmes til 650 Kr., som er et beløb, der ved en i sin tid afholdt taxations-forretning er tilkjendt ham for afstaaelse af benyttelses-retten afsavn a afgrøde og for udførte til-kultiverings-arbejder m. m.
I anledning heraf og med bemærkning, at Byraadet ikke fandt den forlangte erstatning for høit ansat vedtog Byraadet at indgaa til Indenrigsministeriet med forespørgsel, om de fra dettes side havdes noget at erindre imod, at den omhandlede erstatning udbetaltes entreprenør Jensen imod, at Kommunen erholder beløbet refunderet paa sædvanlig maade.
(se mødet den 17de Juli.)",,"1890:84. side: 63#1890:84. side: 64#1890:84. side: 181#1890:84,148,177, side: 222"
12012,136-1890,18900417_78-7,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=7,"Et af Skomager Bang indgivet andragende om tilladelse til at beholde en trappesten, som han har ladet anbringe udenfor en nylig indrettet butiksbør i den han tilhørende ejendom, Skoelgade Nr. 18, kunde ikke bevilges.",Bygningsvæsen.~Dispensationer fra Bygningslovgivningen.,"1890:84. side: 63#1890:84. side: 64#1890:84. side: 181#1890:84,148,177, side: 222"
12013,138-1890,18900417_78-7,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=7,"I skrivelse af 31te f. M. havde 2den Generalkommando-Intendantur efter paalæg af Forplejningskorpset anmodet om, at de i stedet for de 2 spredte Arrester i den herværende Rytterkaserne maa tilvejebringes 3 samlede Arrester efter en nærmere angiven plan, saaledes at de dermed forbundne udgifter, der efter et af Bygningsinspektøren foretaget overslag ere beregnede til 561 Kroner uden Inventar, afholdes af, hvad der efter Artillerietablissementets fuldførelse haves til rest af det beløb af 543,200 Kr., som Byen ved overenskomsten af 10de - 14de Maj 1887 har forpligtet sig til at anvende til Byggeforetagender for Garnisonen.
I anledning heraf vedtog Byraadet at indgaa til Indenrigsministeriet med anmodning om dettes samtykke til at udføre et her omhandlede arbejde imod at den paagjældende udgift beregnes Kommunen tilgode med 6½ % aarligt.
/(Se mødet den 21de august.)",#Garnisonen.~Rytterikasernen.,"1890:84. side: 63#1890:84. side: 64#1890:84. side: 181#1890:84,148,177, side: 222"
12014,141-1890,18900417_78-7,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=7,"I mødet  den 14de Juni 1883 antog Byraadet et fra Kjøbmand Marcus G. Bech i det foregaaende møde den 7de f. M. fremkommet tilbud af 15de Maj 1883 om paa vise nærmere angivne vilkaar ved eventuelt ombygning af den ham tilhørende ejendom, der ligger imellem gaderne Borgerporten,",#Bygningsvæsen.~Dispensationer fra Bygningslovgivningen.#Gader.~Erhvervelse af Grunde til Gadeanlæg.,"1890:84. side: 63#1890:84. side: 64#1890:84. side: 181#1890:84,148,177, side: 222"
12016,141-1890,18900417_78-8,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=8,"Badstuegade og Volden, at ville indrette Facadelinien på en nærmere angiven Strækning af den mod sidstnævnte Del af denne Ejendom.
Under henvisning hertil havde Bygningskommissionen i skrivelse af 2den d. M. meddelt, at Hr. M. G. Bech for den havde anmeldt, at han agtede at lade indsætte 7 fag vinduer i den paa den ovennævnte strækning liggende del af hans bygning samt rette stueetagens facade paa det paagjældende sted, saaledes at det borttagne stykke af muren erstattes enten med grundmur eller bindingsværk, paa hvilket byggeforetagende Kommusionen ikke have ment at have hjemmel til at nægte approbation, hvorimod den som nævnt havde fundet anledning til at sætte Byraadet i kundskab om sagen, for at dette kunde overveje, om det vilde gjøre de Kommunen i Kjøbmand Bechs tilbud af 15de Maj 1883 hjemlede rettigheder gjældende ved udførelen af det tilsigtede Byggeforetagende. 
Efter at sagen var drøftet, besluttede man at tilskrive Kjøbmand Bech, at man maatte tage ethvert forbehold med hensyn til det af ham paabegyndte Byggeforetagende, samt at man ved fortsatte Byggeforetagender i hans ejendom i retning af ombygning agtede at gjøre den Kommunen ved hans ovennævnte erklæring hjemlede ret gjældende i videste omfang.
Det bemærkes, at aktstykkerne til de tidligere sager angaaende reguleringen af Volden, deriblandt Kjøbmand Bechs oftnævnte tilbud samt det under sag 87/83 benyttede situations kort nu følge som bilag til nærværende sag.",Garnisonen.~Rytterikasernen.,"1890:85,148. side: 222"
12017,144-1890,18900417_78-8,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=8,"I en foreliggende skrivelse af 1ste d. M. havde 3dje Dragonregiment anmodet om, at der maatte foretages en underbeklædning af Regiments-magasinets tagskader paa den herværende Rytterkaserne for at bevare furagen fra at beskadiges af fugt ved at komme i berøring med taget, hvilken foranstaltning er anslaaet til en bekostning af 473 Kr. 60 Øre.
I anledning heraf vedtog man at indgaa til Indenrigsministeriet med forespørgsel, om der fra dettes side havdes noget at erindre imod, at det her omhandlede arbejde udførtes, imod at sdne dertil medgaaende udgift godtgjøres Kommunen med 6½ % aarlig, i hvilket tilfælde Byraadet var villigt til at lade arbejdet udføre. (Se mødet den 21de August.)",Garnisonen.~Rytterikasernen.,"1890:85,148. side: 222"
12019,147-1890,18900417_78-9,https://storage.googleapis.com/openaws-webonly/18900417_78.pdf#page=9,"I et til Byraadet den 5te d. M. indkommet andragende havde 48 af Byens Vognmænd anholdt om, at der i stedet for den dem nu ved Mejlgades Port anviste holdeplads for kaperkjørslen til Ris Skov maa i sommermaanederne og særlig Søndag og onsdag eftermiddag blive anvist dem holdeplads ved Skolebakken udfor Skolegyde, til gjengjæld hvorfor de tilbyde at ville paa de nævnte dage uden udgift for Byens overtage den behørige vanding af Skovvejen fra Byens endepunkt til Pavillonen i Ris Skov til bekvemmelighed for dem der til vogns eller til fods færdes til eller fra Skoven.
Til støtte for deres begjæring anføre andragerne, at de, ved at holdepladsen bliver forlagt ca. 1100 Alen nærmere til Byens Midtpunkt, lettere ville være i stand til at konkurrere med Banens Skov-Extratog, der nu foraarsage dem stor skade i deres erhverv. De oplyse derhos, at de samtidig med det her foreliggende andragende ere indgaaede til Indenrigsministeriet med andragende om at blive fritagne for disse tog, idet de agte fra den attraaede holdeplads at etablere kjørsel til Skovpavillonen for 15 Øre pro persona paa char-á-banc, hvilken ordning efter deres formening er mere fordelagtig for publikum end Jærnbanens extratogs-kjørsel, der med en begundelses-station, der ligge Byens midtpunkt ca. 200 Alen fjernere end deres holdeplads, i 3dje klasse og i bænkevogne koster 10 Øre pro persona til Skovens østlige lavtligende udsige. Andragerne udtale derhos haab om, at naar hint andragende til Indenrigsministeriet maatte komme til Byraadets erklæring, denne da maa blive dem gunstig, saa meget mere som deres ønsker i saa henseende deles af en stor kreds af Byens næringsdrivende, der se deres exsistens truet af, hvad der hæmmer andragerne, og derfor have med-underskrevet andragendet til Ministeriet.
Samtidig med dette andragende forelaa der derhos en fra Stiftamtet under 5te d. M. modtagen kommunikatio af Indenrigsministeriets skrivelse af 31te f. M. hvorved en afskrift af det i foranstaaende nævnte andragende fremsendes med en begjæring om at erholde Byraadets udtalelse over sagen, idet Ministeriet i den anledning bemærker, at der allerede for flere Aar siden, da den udfor den tidligere holdeplads ved Skolebakken foregaaede udvidelse af Havnen var bragt til udførelse,","Gader.~Gader, Gangstier og Veje i Almindelighed.#Jernbanevæsen.~Østbanen.#Kørsel.~Kørsel, Kaperkørsel.#Næringsvæsen.~Forskellige Næringsdrivende (alfabetisk ordnede).","1890:86,118,122, side: 141#1890:86,97. side: 304#1890:86,97,108,118,122, side: 338#1890:86,97,108,118,122, side: 402"
